id,titleZh,titleEn,year,primaryTask,relatedTasks,devices,evidenceLevel,deploymentLevel,problem,method,timescale,validation,results,limitations,twinRelevance,paperTitles,paperUrls,codeNames,codeUrls,codeStatus
PCS-027,WEST等离子体控制系统集成与首轮运行,,2019,T9,T2 | T6,WEST,E4,D4,把Tore Supra的分散式控制迁移为适配长脉冲钨环境的统一PCS，并协调磁控制、密度、RF、壁保护和脉冲时序。,中央放电控制/PCS协调多个实时诊断和执行器；实时数据库/共享内存交换量测，壁监视与保护链保留独立职责；装置专用控制软件未公开。,任务多速率；壁温闭环论文报告红外事件检测和RF命令链，但不支持把图像帧率或单模块耗时写成全PCS周期。,PCS集成在WEST首轮实验commissioning；红外壁温反馈论文报告C4阶段63次触发、97%成功率和0.2%误报率，指标仅适用于该数据集与阈值。,WEST实验运行。,壁温反馈阈值和图像处理依赖相机标定、视场与PFC材料；首轮运行不能代表稳态高功率场景的全部异常覆盖。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,"The WEST plasma control system: Integration, commissioning and operation on first experimental campaigns | First real-time detection and feedback control of plasma-wall interaction in WEST",https://doi.org/10.1016/j.fusengdes.2019.01.139 | https://arxiv.org/abs/2101.01914,WEST PCS and wall-monitoring branch,,not-public
PCS-004,PCS—Plant闭环共仿真：在真实控制代码外接GSevolve等装置模型,,2018,T9,,DIII-D及PCS衍生装置,E2,D2,控制器只有在包含电源、线圈、被动结构、等离子体与时延的闭环中运行实际生产代码，才能发现接口和实现级错误。,生产PCS与独立Plant模型通过定义良好的I/O接口共仿真；可替换平衡/电路模型，支持离线、软件在环和硬件在环。,与目标PCS周期同步；具体模型决定是否实时。,论文称该模式在DIII-D长期例行使用，并在其他PCS实验室使用约十年；验证目标是控制集成而非高保真物理本身。,DIII-D控制开发基础设施。,实时可运行模型通常是约化模型；若配置、时延、量化、饱和和故障分布不真实，会产生虚假置信。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Enabling co-simulation of tokamak plant models and plasma control systems,https://doi.org/10.1016/j.fusengdes.2017.12.021,DIII-D PCS simulation environment,,not-public
PCS-030,J-TEXT实时框架（JRTF）与中央控制集成,,2018,T9,T8,J-TEXT,E4,D4,把多源诊断、实时算法、控制输出、放电时序和数据归档连接起来，降低新增反馈实验的集成成本。,JRTF将实时采集、计算、共享和输出模块化；中央控制与定时系统协调shot；EPICS用于设备层监控，装置数据系统保存放电数据。,依任务配置；论文验证实时数据处理延迟，但不支持为中央控制、EPICS与快速反馈写一个统一周期。,论文通过J-TEXT在线数据处理和反馈实验验证JRTF；具体控制律需看独立物理论文。,J-TEXT实验。,框架公开描述不足以重建驱动、同步、标定和控制插件；EPICS监控层不能替代微秒/毫秒反馈内核。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,A new implementation of data process in J-TEXT real-time framework,https://doi.org/10.1016/j.fusengdes.2018.02.060,JRTF/J-TEXT control code | EPICS Base, | https://github.com/epics-base/epics-base,not-public | official-enabling
PCS-021,ITER Plasma Control System Simulation Platform（PCSSP）,,2015,T9,,ITER | 可复用装置模型,E2,D2,ITER放电昂贵且数量有限，控制功能、架构、异常策略和脉冲计划必须在执行前系统仿真。,基于MATLAB/Simulink模型引用的模块—Wrapper—Top Model三级层次；模块化Plant、诊断、执行器、控制器和异常；程序化配置、批量仿真与结果归档。,离线/实时用例并存；平台不保证所有高保真模型实时。,2013原型在ITER组织演示；2015论文记录设计与alpha计划；2025官方GitHub公开后可审计代码。,ITER PCS开发环境。,依赖商业MATLAB/Simulink；公开平台不等于所有ITER Plant模型、参数和受限配置均公开；模型可信度需逐模块建立。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,The ITER Plasma Control System Simulation Platform,https://doi.org/10.1016/j.fusengdes.2015.01.009,PCSSP,https://github.com/iterorganization/PCSSP,official-direct
CPT-046,ITER PCSSP异常处理事件生成与仿真,ITER PCSSP event generation and exception-handling simulation,2014,T9,T7,ITER,E1,D2,ITER异常组合数量大，必须在上机前验证诊断、控制、联锁和执行器的时序交互。,在Plasma Control System Simulation Platform中建立事件生成器，耦合等离子体、执行器、诊断、联锁和PCS模型，注入异常并检查响应。,从亚毫秒控制到秒级异常序列,PCSSP软件在环/系统仿真原型；无ITER等离子体。,证明可系统生成异常并验证PCS响应，为需求追踪和故障注入测试建立框架。,仿真结果取决于故障模型覆盖；平台验证不等同于控制逻辑已通过核安全认证。,本质上是面向控制与异常演练的工程数字孪生雏形，应扩展证据追踪和持续集成。,Event generation and simulation of exception handling with the ITER PCSSP,https://doi.org/10.1016/j.fusengdes.2014.04.068,ITER PCSSP,,not-public
PCS-009,ASDEX Upgrade Discharge Control System,,2014,T9,T6 | T8,ASDEX Upgrade,E4,D4,研究装置需要频繁改变控制配置，同时必须协调实时诊断、反馈、执行器负荷分配、脉冲监督和异常处理。,分布式模块化实时软件；配置驱动部署；数据驱动进程同步；共享内存和多种实时网络；段式放电计划、中央/局部异常处理；Linux、VxWorks、Solaris混合平台。,多速率；论文给出专用实时计算机部署，但不同功能周期不同，不能以单值概括。,2014论文基于多年AUG生产运行，包含部署和实际控制/诊断集成实例。,ASDEX Upgrade日常运行。,长期演进形成多OS和站点专用组件；移植需要重建实时通信、segment语义和责任边界。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,ASDEX Upgrade Discharge Control System—A real-time plasma control framework,https://doi.org/10.1016/j.fusengdes.2014.01.001,AUG DCS,,not-public
PCS-020,ITER Plasma Control System功能架构,,2014,T9,T4 | T6 | T8,ITER,E0,D1,燃烧等离子体控制功能高度耦合，执行器冲突、异常处理和多年分阶段开发要求系统化功能架构。,分层级联控制；compact controller把争用同一命令信号的控制功能集合起来，由mode selector互斥选择；功能、通信和软件架构分开定义。,架构跨越快速垂直稳定、毫秒磁/动理学环和慢速监督；公开论文不定义一个总周期。,基于全球装置需求和系统工程用例；2014为概念架构，不能视为ITER装置闭环验证。,ITER设计基线；2026在KSTAR的iPCS活动提供早期真机经验但不是ITER运行。,ITER尚未等离子体运行；传感器受辐照、执行器饱和、alpha自加热和低机时条件仍需逐级验证。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Architectural concept for the ITER Plasma Control System,https://doi.org/10.1016/j.fusengdes.2014.02.079,ITER iPCS implementation,,not-public
PCS-025,NSTX-U控制系统升级：64位实时Linux与现代I/O,,2014,T9,T2,NSTX-U,E4,D4,延长脉冲和新硬件要求替换老化并行I/O、32位OS和手工维护代码，同时保留GA PCS功能。,GA PCS迁移至64位Concurrent RedHawk Linux；Fibre Channel/FPDP串行I/O；代码生成、C99/C11和驱动更新；MDSplus/PPPL基础设施协同。,实时性能按目标控制环验证；公开摘要未给统一周期。,升级论文和NSTX-U首轮运行；2018边界控制论文、2025 GSevolve复现与控制改进继续验证。,NSTX-U；装置恢复/重启阶段需结合最新官方状态解释。,商业实时OS依赖；复现需要PPPL/GA受控配置和装置数据；恢复后配置变化需重新验证。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,NSTX-U Control System Upgrades | Plasma boundary shape control and real-time equilibrium reconstruction on NSTX-U | Plasma shape and position control development for NSTX-U using the GSEvolve plasma simulator,https://bp-pub.pppl.gov/pub_report/2014/PPPL-5045-abs.html | https://doi.org/10.1088/1741-4326/aaa4d0 | https://doi.org/10.1016/j.fusengdes.2025.115302,NSTX-U PCS/GSevolve environment,,not-public
PCS-010,Fenix飞行模拟器：AUG控制开发的闭环Plant模型,,2011,T9,,ASDEX Upgrade | ITER PCSSP模型移植,E2,D2,在不占用机时、不危及装置的情况下测试放电计划、磁/性能控制和异常处理。,ASTRA一维输运、二维平衡求解器SPIDER与MATLAB/Simulink耦合，连接DCS控制逻辑构成闭环飞行模拟。,目标是控制导向闭环；模型保真与运行速度按用例权衡，公开摘要未给统一实时保证。,对AUG场景和控制行为进行仿真/回放；相关模型还进入ITER PCSSP研究。,AUG离线控制开发。,约化输运和平衡模型的适用域决定预测可信度；依赖商业Simulink和装置配置。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Development of a generic multipurpose tokamak plasma discharge flight simulator,https://doi.org/10.1016/j.fusengdes.2011.01.013,MATLAB/Simulink | Fenix/AUG models,https://www.mathworks.com/products/simulink.html | ,commercial-enabling | not-public
PCS-003,DIII-D PCS多装置移植：NSTX、MAST、EAST、KSTAR等分支,,2010,T9,,DIII-D | NSTX | MAST | EAST | KSTAR | Pegasus | MST,E4,D4,不同装置希望复用成熟实时框架，同时必须适配线圈、电源、诊断、实时网络、脉冲流程和本地团队。,通用PCS基础设施与平台/装置专用层分离；每个站点保留独立硬件、驱动和算法扩展。,随装置与控制任务变化；论文不支持给出跨装置统一周期。,论文总结各站点实施经验；DIII-D、NSTX/MAST、EAST、KSTAR分别有独立装置论文佐证。,多个装置生产使用，但版本和功能并不相同。,共享框架不自动解决装置模型、实时驱动、安全责任和配置分叉；跨站点回合并可能困难。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Accumulated experiences from implementations of the DIII-D plasma control system worldwide | DIII-D integrated plasma control tools applied to next generation tokamaks,https://doi.org/10.1016/j.fusengdes.2010.04.040 | https://doi.org/10.1016/j.fusengdes.2005.06.256,GA PCS family,,not-public
PCS-006,TCV分布式反馈控制系统的架构与投运,,2010,T9,,TCV,E4,D4,旧系统I/O和计算容量不足以承载多诊断、多执行器以及EC加热/电流驱动的高级控制。,模块化、数字化、分布式反馈系统；多个控制节点共享实时信号并接入TCV放电基础设施。,会议论文证明实时投运，但当前公开摘要未给出足以审计的统一周期，故标为未披露。,论文报告在TCV放电成功投运；后续2017、2024论文形成持续演进证据。,TCV，后续由MARTe2架构升级。,反射内存部件老化、带宽和可扩展性受限，是2025年DDS迁移研究的直接动因。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Architecture and commissioning of the TCV distributed feedback control system,https://doi.org/10.1109/RTC.2010.5750487,TCV legacy SCD control code,,not-public
PCS-018,KSTAR Day-One PCS：RFM集群与DIII-D PCS软件,,2009,T9,,KSTAR,E4,D4,为超导KSTAR首等离子体提供可靠实时电流、位置、线圈和放电控制，并建立可扩展基础。,Linux x86实时节点、反射内存集群、DIII-D PCS软件分支；与KSTAR中央/机器/诊断/定时/联锁系统协同。,公开摘要不支持一个统一周期；硬实时采集和RFM用于确定性交换。,2008线圈调试和首等离子体期间成功实时控制。,KSTAR首日并持续演进。,早期架构与硬件已多次升级；不能用Day-One配置代表当前KSTAR长脉冲能力。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Plasma control system for ‘Day-One’ operation of KSTAR tokamak | Design concepts for KSTAR plasma control system,https://doi.org/10.1016/j.fusengdes.2008.12.082 | https://doi.org/10.1016/j.fusengdes.2004.12.004,KSTAR PCS,,not-public
PCS-014,EAST Plasma Control System：DIII-D PCS架构的超导长脉冲适配,,2008,T9,T2 | T0,EAST,E4,D4,为全超导、强成形EAST完成首等离子体、分流位形、电流/位置/形状和安全保护，并为长脉冲扩展。,继承DIII-D PCS的多节点软件/硬件基础，适配12套独立PF电源、EAST磁诊断和反射内存I/O；早期采用RZIP、isoflux及rtEFIT演进路线。,多速率；早期论文不支持一个全系统周期。后续通信原型以10 kHz DAQ测试，不能倒推所有生产环路均为10 kHz。,2006首等离子体与2007首分流等离子体运行；论文报告线圈/RZIP/保护验证，isoflux当时尚未充分实验，后续工作再补强。,EAST日常运行的历史PCS分支。,DIII-D源代码分支和EAST本地扩展的版本谱系、驱动和装置配置不公开；长脉冲漂移与冗余需专门处理。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,EAST plasma control system,https://doi.org/10.1016/j.fusengdes.2007.12.028,EAST PCS,,not-public
PCS-024,NSTX实时控制：GA PCS、PSRTC、rtEFIT与MDSplus,,2004,T9,T0 | T2,NSTX,E4,D4,球形托卡马克需要高速电源控制、等离子体电流/位置/形状反馈和紧凑装置上的强耦合磁控制。,GA PCS负责采集、气体、电流和形状；PSRTC执行电源控制；rtEFIT和isoflux用于实时平衡/边界；放电后参数和数据写入MDSplus。,早期系统有160路快速采集和8个实时处理器；后续论文报告352路、5 kHz采集。周期随模块变化。,NSTX实际放电中的边界控制、实时平衡和长期运行。,NSTX，后升级为NSTX-U。,历史硬件和NSTX配置已被NSTX-U升级替代；档案系统开放不等于实验数据无需权限。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Real-time control software on NSTX | Plasma shape control on NSTX using real-time equilibrium reconstruction,https://doi.org/10.1016/j.fusengdes.2004.04.012 | https://doi.org/10.1088/0029-5515/46/1/002,GA PCS NSTX branch | MDSplus, | https://github.com/MDSplus/mdsplus,not-public | official-enabling
PCS-011,JET Real-Time Central Controller与实时数据网络,,2000,T9,T6 | T0,JET,E4,D4,把多种实时诊断与NBI、ICRH、LHCD、加料和颗粒注入连接起来，完成β、剖面、辐射、约束和MHD等实验反馈。,RTCC作为灵活中央实验控制器；PPCC负责电流/位置/形状，密度控制器独立；实时数据网络连接诊断、控制器和执行器，后续由大量可编程算法扩展。,模块多速率；历史ATM网络和各本地管理器具有不同周期，论文不支持统一数值。,JET多类高级场景反馈实验和多年运行；2000综述与后续RTCC升级资料互证。,JET（装置已结束实验运行，数据与方法仍是证据资产）。,长期扩展造成容量、可维护性和旧硬件约束，促成MARTe2增强原型；JET终止运行后需重视环境可复现和数据保全。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Plasma control at JET,https://doi.org/10.1016/S0920-3796(00)00125-3,JET RTCC,,not-public
